A16_LM.UTCModJulian,A16_LM.UTCGregorian,A16_LM.Luna.Longitude,A16_LM.Luna.Latitude,A16_LM.Luna.Altitude,A16_LM.LunaFixed.PlanetodeticAZI,A16_LM.LunaFixed.PlanetodeticHFPA
11467.69421787053,30 May 1972 04:39:40.424,80.55043666636415,9.950018260427306,14.74801871249269,-91.7535716392357,0.9853541463817948
11467.69438100092,30 May 1972 04:39:54.518,79.74610222793852,9.924807161183313,15.17368968704159,-91.89161246030915,1.025522728452003
11467.6945459563,30 May 1972 04:40:08.771,78.93330305231349,9.897389933659067,15.62127007009281,-92.03073202055222,1.06596856431517
11467.69471531054,30 May 1972 04:40:23.403,78.09941239711009,9.867238689967861,16.09863173102986,-92.17303505087004,1.107273406594672
11467.69489536623,30 May 1972 04:40:38.960,77.21350481282232,9.832968222465942,16.62583274478334,-92.32375583870773,1.150818927811869
11467.69509080565,30 May 1972 04:40:55.846,76.2527315340562,9.793202461759112,17.22080947182053,-92.48658851309071,1.197707815568123
11467.69529283395,30 May 1972 04:41:13.301,75.26051211527569,9.7493062710112,17.86052280317153,-92.65404540637232,1.24588248369146
11467.69549447481,30 May 1972 04:41:30.723,74.27119524284727,9.702686548652416,18.52383597924791,-92.82032306906432,1.293611124174007
11467.69569984378,30 May 1972 04:41:48.467,73.26465803219924,9.652343567937109,19.22467468747163,-92.98869614905662,1.341845839335704
11467.69590855701,30 May 1972 04:42:06.499,72.24288438395568,9.598247967673688,19.96284443155696,-93.15865450087789,1.390614619583758
11467.69610720256,30 May 1972 04:42:23.662,71.27151995107998,9.544041408246105,20.68952868539077,-93.31928119463868,1.436808787028781
11467.69629109978,30 May 1972 04:42:39.551,70.37328272137816,9.49151625295794,21.38310512766611,-93.46700510206138,1.479366441431978
11467.69648056116,30 May 1972 04:42:55.920,69.44891211705846,9.435066964176343,22.1184758609968,-93.61820870289037,1.522882693678071
11467.69666860027,30 May 1972 04:43:12.167,68.53255792651626,9.376719832789888,22.86899700367121,-93.76722983596774,1.565659204496214
11467.69685822191,30 May 1972 04:43:28.550,67.6096082969883,9.315562653454505,23.64646892083238,-93.91636757335225,1.608423317485489
11467.69705073158,30 May 1972 04:43:45.183,66.67377902117302,9.251117186079428,24.45677394532095,-94.06652921303774,1.651495850628535
11467.6972451264,30 May 1972 04:44:01.979,65.73001943885407,9.183658390943194,25.29627969017452,-94.21682563351729,1.694646000922745
11467.69744154842,30 May 1972 04:44:18.950,64.77770701902368,9.113093865406814,26.16602425264682,-94.36728685271247,1.737832411225796
11467.6976424559,30 May 1972 04:44:36.308,63.80501864131443,9.038451260635076,27.07771117257403,-94.51969174261093,1.781532862239047
11467.69785109569,30 May 1972 04:44:54.335,62.79639406651249,8.95833100444424,28.04780379862768,-94.6762815050139,1.826324490033287
11467.69806755877,30 May 1972 04:45:13.037,61.75159945360355,8.872442203420462,29.07898001411422,-94.83688636516975,1.872088138421404
11467.69828770651,30 May 1972 04:45:32.058,60.690781863726,8.782248564571788,30.15306316365877,-94.99827771815652,1.917902178435
11467.69851380422,30 May 1972 04:45:51.593,59.60318361120591,8.68668176055899,31.2823288875727,-95.1619553979626,1.964267501336835
11467.69875147457,30 May 1972 04:46:12.127,58.4620272851707,8.583072328147846,32.49748520103026,-95.33169909962405,2.012298218857197
11467.69898150163,30 May 1972 04:46:32.002,57.3596716071174,8.479774789524559,33.70052586268275,-95.49374389565651,2.058141685730348
11467.69920224898,30 May 1972 04:46:51.074,56.30376752872212,8.377901680614624,34.87958081645479,-95.64717591173684,2.101550530936009
11467.69942433135,30 May 1972 04:47:10.262,55.24346730134071,8.272751020717424,36.08961936477317,-95.79943424894319,2.144546591203081
11467.69965641262,30 May 1972 04:47:30.314,54.13759419297912,8.16006766947911,37.37921862761482,-95.95624762500968,2.188717594066233
11467.69989933039,30 May 1972 04:47:51.302,52.98249117591404,8.039121127800804,38.75593860423669,-96.11782824641124,2.234134331165436
11467.70014508933,30 May 1972 04:48:12.536,51.81641820264154,7.913703219955814,40.17617843297262,-96.27856313206732,2.279218226809874
11467.70039880716,30 May 1972 04:48:34.457,50.61529788441015,7.781072858124567,41.67068608914042,-96.44154984121389,2.324807064324077
11467.70067421903,30 May 1972 04:48:58.253,49.31463854529252,7.633569578779774,43.32466840702659,-96.61500910799578,2.37313048598952
11467.70096409238,30 May 1972 04:49:23.298,47.9492828364327,7.474458808511195,45.10010539028303,-96.79358755137194,2.422651135665092
11467.7012535446,30 May 1972 04:49:48.306,46.58963735012394,7.311745896331233,46.90728682447889,-96.96771384340784,2.470748649627581
11467.70155511879,30 May 1972 04:50:14.362,45.17705509284831,7.138277124098528,48.82545467924069,-97.14455567513549,2.519439530253095
11467.70188902452,30 May 1972 04:50:43.212,43.61784456666099,6.941687500602275,50.98984386456823,-97.3347580010612,2.571683309340287
11467.70219592668,30 May 1972 04:51:09.728,42.18922948383082,6.75696598028734,53.01543954484509,-97.5042704970458,2.618145585811263
11467.70250085449,30 May 1972 04:51:36.074,40.77410250275668,6.569764962695339,55.06107718332305,-97.66757635538833,2.662795551731264
11467.70282928561,30 May 1972 04:52:04.450,39.25471736683874,6.36421833703431,57.29976742012082,-97.83771151390872,2.709122577576849
11467.70317169312,30 May 1972 04:52:34.034,37.67601719086009,6.145798087769273,59.67102445527803,-98.00868927184578,2.755433351740805
11467.70356096299,30 May 1972 04:53:07.667,35.88790058325349,5.892634277757297,62.41068153170522,-98.19507148563275,2.805623656067965
11467.70399617681,30 May 1972 04:53:45.270,33.89712891019677,5.603849214008331,65.5256417687765,-98.39325758864064,2.858580945844537
11467.70438247787,30 May 1972 04:54:18.646,32.13751582038984,5.342781347696797,68.33337609980663,-98.56003709705449,2.902730093270705
11467.70476777428,30 May 1972 04:54:51.936,30.38941860402016,5.078269262594279,71.17103694155389,-98.71775865282179,2.944046224866199
11467.70517900095,30 May 1972 04:55:27.466,28.53129608350647,4.791751934780143,74.23748760618582,-98.87654885616286,2.985055319535874
